2026-06-10 14:52:24,566 INFO device: cuda | log: logs/maskrcnn_20260610_145224.log
2026-06-10 14:52:52,170 INFO train: 2816 изображений,  6211 объектов -> {'dent': 1806, 'scratch': 2560, 'crack': 651, 'glass shatter': 475, 'lamp broken': 494, 'tire flat': 225}
2026-06-10 14:52:52,238 INFO val  :  810 изображений,  1744 объектов -> {'dent': 501, 'scratch': 728, 'crack': 177, 'glass shatter': 135, 'lamp broken': 141, 'tire flat': 62}
2026-06-10 14:52:52,272 INFO test :  374 изображений,   785 объектов -> {'dent': 236, 'scratch': 307, 'crack': 70, 'glass shatter': 71, 'lamp broken': 69, 'tire flat': 32}
2026-06-10 14:52:56,904 INFO train: 2816, val: 810, test: 374
2026-06-10 15:03:10,086 INFO [epoch 1] step 50/352 | loss_classifier=0.5715 | loss_box_reg=0.1636 | loss_mask=0.7002 | loss_objectness=0.2245 | loss_rpn_box_reg=0.0249 | loss_total=1.6847
2026-06-10 15:04:15,698 INFO [epoch 1] step 100/352 | loss_classifier=0.4081 | loss_box_reg=0.1613 | loss_mask=0.5875 | loss_objectness=0.2107 | loss_rpn_box_reg=0.0232 | loss_total=1.3909
2026-06-10 15:05:21,657 INFO [epoch 1] step 150/352 | loss_classifier=0.3401 | loss_box_reg=0.1587 | loss_mask=0.5390 | loss_objectness=0.2158 | loss_rpn_box_reg=0.0236 | loss_total=1.2772
2026-06-10 15:06:27,163 INFO [epoch 1] step 200/352 | loss_classifier=0.3012 | loss_box_reg=0.1575 | loss_mask=0.5038 | loss_objectness=0.2024 | loss_rpn_box_reg=0.0221 | loss_total=1.1869
2026-06-10 15:07:33,433 INFO [epoch 1] step 250/352 | loss_classifier=0.2773 | loss_box_reg=0.1565 | loss_mask=0.4795 | loss_objectness=0.2017 | loss_rpn_box_reg=0.0220 | loss_total=1.1371
2026-06-10 15:08:41,095 INFO [epoch 1] step 300/352 | loss_classifier=0.2601 | loss_box_reg=0.1558 | loss_mask=0.4612 | loss_objectness=0.1973 | loss_rpn_box_reg=0.0216 | loss_total=1.0960
2026-06-10 15:09:47,586 INFO [epoch 1] step 350/352 | loss_classifier=0.2476 | loss_box_reg=0.1542 | loss_mask=0.4466 | loss_objectness=0.1950 | loss_rpn_box_reg=0.0211 | loss_total=1.0645
2026-06-10 15:12:23,517 INFO [epoch 2] step 50/352 | loss_classifier=0.1604 | loss_box_reg=0.1323 | loss_mask=0.3544 | loss_objectness=0.1999 | loss_rpn_box_reg=0.0224 | loss_total=0.8693
2026-06-10 15:13:29,741 INFO [epoch 2] step 100/352 | loss_classifier=0.1624 | loss_box_reg=0.1328 | loss_mask=0.3504 | loss_objectness=0.2135 | loss_rpn_box_reg=0.0228 | loss_total=0.8819
2026-06-10 15:14:35,177 INFO [epoch 2] step 150/352 | loss_classifier=0.1630 | loss_box_reg=0.1317 | loss_mask=0.3497 | loss_objectness=0.2019 | loss_rpn_box_reg=0.0213 | loss_total=0.8676
2026-06-10 15:15:40,780 INFO [epoch 2] step 200/352 | loss_classifier=0.1601 | loss_box_reg=0.1284 | loss_mask=0.3463 | loss_objectness=0.1928 | loss_rpn_box_reg=0.0205 | loss_total=0.8481
2026-06-10 15:16:47,503 INFO [epoch 2] step 250/352 | loss_classifier=0.1584 | loss_box_reg=0.1272 | loss_mask=0.3436 | loss_objectness=0.1949 | loss_rpn_box_reg=0.0205 | loss_total=0.8446
2026-06-10 15:17:53,280 INFO [epoch 2] step 300/352 | loss_classifier=0.1567 | loss_box_reg=0.1260 | loss_mask=0.3428 | loss_objectness=0.1929 | loss_rpn_box_reg=0.0203 | loss_total=0.8386
2026-06-10 15:19:00,365 INFO [epoch 2] step 350/352 | loss_classifier=0.1546 | loss_box_reg=0.1248 | loss_mask=0.3412 | loss_objectness=0.1967 | loss_rpn_box_reg=0.0209 | loss_total=0.8382
2026-06-10 15:22:02,369 INFO [epoch 1] step 50/352 | loss_classifier=0.7649 | loss_box_reg=0.1694 | loss_mask=0.8688 | loss_objectness=0.1968 | loss_rpn_box_reg=0.0207 | loss_total=2.0207
2026-06-10 15:23:07,424 INFO [epoch 1] step 100/352 | loss_classifier=0.5058 | loss_box_reg=0.1699 | loss_mask=0.7788 | loss_objectness=0.1858 | loss_rpn_box_reg=0.0195 | loss_total=1.6598
